cycle,state,motion,row,col,heading,compass,compass_ready,gps_x,gps_y,gps_ready,ir0,ir1,ir2,ir3,ground,bumper,l_pow,r_pow,pending_dir,pose_x,pose_y,pose_theta,pose_cov_xx,pose_cov_yy,pose_cov_tt,ir0_filt,ir1_filt,ir2_filt,ir3_filt,trav_in_drive,turn_streak,reloc_delta,event
2393,ReturnToStart,Turning,4,1,South,-91.00,true,0.000,0.000,false,2.30,0.70,0.60,0.30,-1,false,0.0000,0.0000,East,1.867,7.998,-88.73,0.01233,0.01124,0.00003,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2394,ReturnToStart,Turning,4,1,South,-90.00,true,0.000,0.000,false,2.50,0.70,0.70,0.50,-1,false,-0.0600,0.0600,East,1.867,7.995,-88.75,0.01233,0.01124,0.00002,2.50,0.70,0.70,0.50,-1.000,0,0,frontier
2395,ReturnToStart,Turning,4,1,South,-85.00,true,0.000,0.000,false,2.10,0.30,0.50,0.60,-1,false,-0.0600,0.0600,East,1.867,7.994,-85.30,0.01233,0.01125,0.00003,2.50,0.70,0.70,0.60,-1.000,0,0,frontier
2396,ReturnToStart,Turning,4,1,South,-85.00,true,0.000,0.000,false,2.30,0.50,0.30,0.50,-1,false,-0.0600,0.0600,East,1.867,7.993,-80.14,0.01233,0.01125,0.00003,2.30,0.50,0.50,0.50,-1.000,0,0,frontier
2397,ReturnToStart,Turning,4,1,South,-75.00,true,0.000,0.000,false,2.00,0.40,0.50,0.40,-1,false,-0.0600,0.0600,East,1.868,7.993,-74.14,0.01233,0.01125,0.00003,2.30,0.50,0.50,0.50,-1.000,0,0,frontier
2398,ReturnToStart,Turning,4,1,South,-72.00,true,0.000,0.000,false,2.00,1.20,0.60,1.10,-1,false,-0.0600,0.0600,East,1.868,7.993,-67.80,0.01233,0.01125,0.00003,2.10,0.50,0.50,0.50,-1.000,0,0,frontier
2399,ReturnToStart,Turning,4,1,South,-61.00,true,0.000,0.000,false,1.80,1.10,0.50,1.40,-1,false,-0.0600,0.0600,East,1.868,7.993,-61.14,0.01233,0.01125,0.00003,2.00,0.50,0.50,0.60,-1.000,0,0,frontier
2400,ReturnToStart,Turning,4,1,South,-56.00,true,0.000,0.000,false,1.90,1.20,1.30,1.50,-1,false,-0.0600,0.0600,East,1.868,7.993,-54.42,0.01233,0.01125,0.00004,2.00,1.10,0.50,1.10,-1.000,0,0,frontier
2401,ReturnToStart,Turning,4,1,South,-46.00,true,0.000,0.000,false,1.80,1.00,1.50,1.40,-1,false,-0.0600,0.0600,East,1.868,7.993,-47.55,0.01233,0.01125,0.00004,1.90,1.10,0.60,1.40,-1.000,0,0,frontier
2402,ReturnToStart,Turning,4,1,South,-41.00,true,0.000,0.000,false,1.60,1.00,1.70,1.50,-1,false,-0.0600,0.0600,East,1.868,7.993,-40.71,0.01233,0.01125,0.00004,1.80,1.10,1.30,1.40,-1.000,0,0,frontier
2403,ReturnToStart,Turning,4,1,South,-35.00,true,0.000,0.000,false,1.40,1.10,1.70,1.40,-1,false,-0.0600,0.0600,East,1.868,7.993,-33.88,0.01233,0.01125,0.00004,1.80,1.10,1.50,1.40,-1.000,0,0,frontier
2404,ReturnToStart,Turning,4,1,South,-32.00,true,0.000,0.000,false,1.20,0.80,2.10,1.50,-1,false,-0.0600,0.0600,East,1.868,7.993,-27.19,0.01233,0.01125,0.00004,1.60,1.00,1.70,1.50,-1.000,0,0,frontier
2405,ReturnToStart,Turning,4,1,South,-24.00,true,0.000,0.000,false,1.00,1.10,2.00,1.30,-1,false,-0.0600,0.0600,East,1.868,7.993,-20.45,0.01233,0.01125,0.00004,1.40,1.00,1.70,1.40,-1.000,0,0,frontier
2406,ReturnToStart,Turning,4,1,South,-14.00,true,0.000,0.000,false,0.80,0.70,2.20,0.80,-1,false,-0.0600,0.0600,East,1.868,7.993,-13.60,0.01233,0.01125,0.00005,1.20,1.00,2.00,1.40,-1.000,0,0,frontier
2407,ReturnToStart,Turning,4,1,South,-9.00,true,0.000,0.000,false,0.80,0.70,2.10,0.90,-1,false,-0.0600,0.0600,East,1.868,7.993,-6.81,0.01233,0.01125,0.00005,1.00,0.80,2.10,1.30,-1.000,0,0,frontier
2408,ReturnToStart,Turning,4,1,South,-1.00,true,0.000,0.000,false,0.60,0.40,2.20,0.50,-1,false,-0.0600,0.0600,East,1.868,7.993,0.02,0.01233,0.01125,0.00005,0.80,0.70,2.10,0.90,-1.000,1,0,frontier
# turn started=2393 ended=2409 target=East tgt_compass=0.00 start=-91.00 end=5.00 err=-5.00 aborted=true used=16
2409,ReturnToStart,Idle,4,1,South,5.00,true,0.000,0.000,false,0.30,0.40,2.20,0.40,-1,false,0.0000,0.0000,,1.868,7.993,6.82,0.01233,0.01125,0.00005,0.80,0.70,2.20,0.80,-1.000,0,0,frontier
2410,ReturnToStart,Turning,4,1,South,9.00,true,0.000,0.000,false,0.20,0.30,2.20,0.40,-1,false,0.0000,0.0000,East,1.868,7.993,10.21,0.01234,0.01125,0.00005,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2411,ReturnToStart,Turning,4,1,South,9.00,true,0.000,0.000,false,0.20,0.40,2.20,0.50,-1,false,0.0600,-0.0600,East,1.868,7.993,13.64,0.01234,0.01125,0.00005,0.20,0.40,2.20,0.50,-1.000,0,0,frontier
2412,ReturnToStart,Turning,4,1,South,9.00,true,0.000,0.000,false,0.40,0.60,2.20,0.40,-1,false,0.0600,-0.0600,East,1.868,7.993,11.92,0.01234,0.01125,0.00005,0.40,0.60,2.20,0.50,-1.000,0,0,frontier
2413,ReturnToStart,Turning,4,1,South,4.00,true,0.000,0.000,false,0.50,0.30,2.30,0.70,-1,false,0.0600,-0.0600,East,1.868,7.993,7.48,0.01234,0.01125,0.00005,0.40,0.40,2.20,0.50,-1.000,0,0,frontier
2414,ReturnToStart,Turning,4,1,South,-1.00,true,0.000,0.000,false,0.70,0.40,2.20,0.50,-1,false,-0.0600,0.0600,East,1.868,7.993,1.78,0.01234,0.01125,0.00005,0.50,0.40,2.20,0.50,-1.000,1,0,frontier
2415,ReturnToStart,Turning,4,1,South,-2.00,true,0.000,0.000,false,0.50,0.40,2.20,0.70,-1,false,-0.0600,0.0600,East,1.868,7.993,2.25,0.01234,0.01125,0.00005,0.50,0.40,2.20,0.50,-1.000,2,0,frontier
# turn started=2410 ended=2416 target=East tgt_compass=0.00 start=9.00 end=0.00 err=0.00 aborted=false used=6
2416,ReturnToStart,Driving,4,1,East,0.00,true,0.000,0.000,false,0.50,0.50,2.10,0.50,-1,false,0.0000,0.0000,East,1.868,7.993,5.78,0.01234,0.01125,0.00005,0.50,0.40,2.20,0.50,0.000,0,0,frontier
2417,ReturnToStart,Driving,4,1,East,6.00,true,0.000,0.000,false,0.50,0.40,2.20,0.50,-1,false,0.0872,0.0728,East,1.868,7.993,7.59,0.01234,0.01125,0.00005,0.50,0.40,2.20,0.50,0.000,0,0,frontier
2418,ReturnToStart,Driving,4,1,East,3.00,true,0.000,0.000,false,0.60,0.40,2.20,0.30,-1,false,0.0836,0.0764,East,1.907,7.998,7.94,0.01234,0.01125,0.00004,0.50,0.40,2.20,0.50,0.040,0,0,frontier
2419,ReturnToStart,Driving,4,1,East,1.00,true,0.000,0.000,false,0.40,0.60,2.30,0.30,-1,false,0.0812,0.0788,East,1.967,8.006,7.75,0.01235,0.01125,0.00004,0.50,0.40,2.20,0.50,0.100,0,0,frontier
2420,ReturnToStart,Driving,4,1,East,6.00,true,0.000,0.000,false,0.30,0.40,2.20,0.50,-1,false,0.0872,0.0728,East,2.036,8.016,7.65,0.01235,0.01125,0.00004,0.50,0.40,2.20,0.50,0.170,0,0,frontier
2421,ReturnToStart,Driving,4,1,East,6.00,true,0.000,0.000,false,0.50,0.60,2.10,0.40,-1,false,0.0872,0.0728,East,2.110,8.026,7.22,0.01235,0.01125,0.00004,0.50,0.40,2.20,0.40,0.245,0,0,frontier
2422,ReturnToStart,Driving,4,1,East,4.00,true,0.000,0.000,false,0.40,0.50,2.10,0.60,-1,false,0.0848,0.0752,East,2.187,8.035,6.50,0.01235,0.01125,0.00004,0.40,0.50,2.20,0.40,0.322,0,0,frontier
2423,ReturnToStart,Driving,4,1,East,4.00,true,0.000,0.000,false,0.50,0.70,2.30,0.50,-1,false,0.0848,0.0752,East,2.266,8.044,5.91,0.01235,0.01125,0.00004,0.40,0.60,2.20,0.50,0.401,0,0,frontier
2424,ReturnToStart,Driving,4,1,East,1.00,true,0.000,0.000,false,0.60,0.60,2.10,0.50,-1,false,0.0812,0.0788,East,2.344,8.052,5.21,0.01236,0.01125,0.00004,0.50,0.60,2.10,0.50,0.481,0,0,frontier
2425,ReturnToStart,Driving,4,1,East,-2.00,true,0.000,0.000,false,0.60,1.00,2.00,0.50,-1,false,0.0776,0.0824,East,2.424,8.060,4.64,0.01236,0.01125,0.00004,0.50,0.60,2.10,0.50,0.560,0,0,frontier
2426,ReturnToStart,Driving,4,1,East,2.00,true,0.000,0.000,false,0.40,1.20,2.10,0.60,-1,false,0.0824,0.0776,East,2.503,8.066,4.52,0.01236,0.01125,0.00004,0.50,0.70,2.10,0.50,0.640,0,0,frontier
2427,ReturnToStart,Driving,4,1,East,2.00,true,0.000,0.000,false,0.50,1.40,1.90,0.60,-1,false,0.0824,0.0776,East,2.583,8.072,4.36,0.01236,0.01125,0.00004,0.50,1.00,2.10,0.50,0.720,0,0,frontier
2428,ReturnToStart,Driving,4,1,East,-1.00,true,0.000,0.000,false,0.50,1.60,2.10,0.90,-1,false,0.0788,0.0812,East,2.663,8.078,4.00,0.01237,0.01125,0.00004,0.50,1.20,2.10,0.60,0.800,0,0,frontier
2429,ReturnToStart,Driving,4,1,East,0.00,true,0.000,0.000,false,0.60,2.20,2.00,0.50,-1,false,0.0800,0.0800,East,2.743,8.084,3.84,0.01237,0.01125,0.00004,0.50,1.40,2.00,0.60,0.880,0,0,frontier
2430,ReturnToStart,Driving,4,1,East,-3.00,true,0.000,0.000,false,0.50,2.30,2.10,0.70,-1,false,0.0664,0.0936,East,2.822,8.089,3.63,0.01237,0.01125,0.00003,0.50,1.60,2.10,0.60,0.960,0,0,frontier
2431,ReturnToStart,Driving,4,1,East,3.00,true,0.000,0.000,false,0.60,2.30,2.00,0.70,-1,false,0.0876,0.0724,East,2.902,8.094,4.36,0.01237,0.01125,0.00003,0.50,2.20,2.00,0.70,1.040,0,0,frontier
2432,ReturnToStart,Driving,4,1,East,4.00,true,0.000,0.000,false,0.60,2.40,2.00,0.70,-1,false,0.0908,0.0692,East,2.982,8.101,4.30,0.01238,0.01125,0.00003,0.60,2.30,2.00,0.70,1.120,0,0,frontier
2433,ReturnToStart,Driving,4,1,East,2.00,true,0.000,0.000,false,0.70,2.60,2.20,0.60,-1,false,0.0884,0.0716,East,3.062,8.107,3.62,0.01238,0.01125,0.00003,0.60,2.30,2.00,0.70,1.200,0,0,frontier
2434,ReturnToStart,Driving,4,1,East,-2.00,true,0.000,0.000,false,0.50,2.50,2.10,0.60,-1,false,0.0836,0.0764,East,3.142,8.112,2.69,0.01238,0.01125,0.00003,0.60,2.40,2.10,0.70,1.280,0,0,frontier
2435,ReturnToStart,Driving,4,1,East,3.00,true,0.000,0.000,false,0.70,2.50,1.70,0.60,-1,false,0.0936,0.0664,East,3.222,8.115,2.10,0.01238,0.01125,0.00003,0.60,2.50,2.00,0.60,1.359,0,0,frontier
2436,ReturnToStart,Driving,4,1,East,-4.00,true,0.000,0.000,false,0.60,2.10,2.00,0.60,-1,false,0.0852,0.0748,East,3.302,8.118,0.90,0.01239,0.01125,0.00003,0.60,2.50,2.00,0.60,1.439,0,0,frontier
2437,ReturnToStart,Driving,4,1,East,-2.00,true,0.000,0.000,false,0.70,1.90,1.90,0.40,-1,false,0.0876,0.0724,East,3.381,8.120,0.01,0.01239,0.01125,0.00003,0.70,2.50,2.00,0.60,1.519,0,0,frontier
2438,ReturnToStart,Driving,4,1,East,-4.00,true,0.000,0.000,false,0.50,1.10,2.10,0.60,-1,false,0.0772,0.0828,East,3.461,8.120,-0.92,0.01239,0.01125,0.00003,0.60,2.10,2.00,0.60,1.599,0,0,frontier
2439,ReturnToStart,Driving,4,1,East,-1.00,true,0.000,0.000,false,0.50,1.00,1.90,0.40,-1,false,0.0788,0.0812,East,3.541,8.118,-1.18,0.01239,0.01125,0.00003,0.60,1.90,1.90,0.60,1.679,0,0,frontier
2440,ReturnToStart,Driving,4,1,East,-3.00,true,0.000,0.000,false,0.50,0.90,2.00,0.50,-1,false,0.0764,0.0836,East,3.621,8.117,-1.29,0.01240,0.01125,0.00003,0.50,1.10,2.00,0.50,1.758,0,0,frontier
2441,ReturnToStart,Driving,4,1,East,-3.00,true,0.000,0.000,false,0.40,0.60,2.20,0.50,-1,false,0.0764,0.0836,East,3.701,8.115,-1.12,0.01240,0.01125,0.00003,0.50,1.00,2.00,0.50,1.838,0,0,frontier
2442,ReturnToStart,Settling,4,1,East,-4.00,true,0.000,0.000,false,0.50,0.80,1.90,0.50,-1,false,0.0000,0.0000,East,3.781,8.113,-0.89,0.01240,0.01125,0.00003,0.50,0.90,2.00,0.50,-1.000,0,0,frontier
2443,ReturnToStart,Settling,4,1,East,-4.00,true,0.000,0.000,false,0.40,0.50,2.10,0.30,-1,false,0.0000,0.0000,East,3.821,8.113,-0.75,0.01240,0.01125,0.00003,0.50,0.80,2.00,0.50,-1.000,0,0,frontier
2444,ReturnToStart,Settling,4,1,East,1.00,true,0.000,0.000,false,0.40,0.70,2.10,0.60,-1,false,0.0000,0.0000,East,3.841,8.112,-0.64,0.01240,0.01125,0.00003,0.40,0.70,2.10,0.50,-1.000,0,0,frontier
2445,ReturnToStart,Settling,4,1,East,-3.00,true,0.000,0.000,false,0.50,0.60,2.00,0.40,-1,false,0.0000,0.0000,East,3.851,8.112,-0.65,0.01240,0.01125,0.00003,0.40,0.60,2.10,0.50,-1.000,0,0,frontier
2446,ReturnToStart,Idle,4,2,East,0.00,true,0.000,0.000,false,0.50,0.70,2.00,0.40,-1,false,0.0000,0.0000,,4.000,8.112,-0.62,0.01240,0.01125,0.00003,0.50,0.70,2.00,0.40,-1.000,0,0,frontier
2447,ReturnToStart,Driving,4,2,East,0.00,true,0.000,0.000,false,0.60,0.70,1.80,0.20,-1,false,0.0000,0.0000,East,4.002,8.112,-0.61,0.01241,0.01125,0.00003,0.50,0.70,2.00,0.40,0.000,0,0,frontier
2448,ReturnToStart,Driving,4,2,East,0.00,true,0.000,0.000,false,0.70,0.50,2.00,0.60,-1,false,0.0800,0.0800,East,4.005,8.112,-0.60,0.01241,0.01125,0.00003,0.50,0.70,2.00,0.40,0.002,0,0,frontier
2449,ReturnToStart,Driving,4,2,East,-1.00,true,0.000,0.000,false,0.60,0.60,2.30,0.60,-1,false,0.0788,0.0812,East,4.046,8.112,-0.61,0.01241,0.01125,0.00003,0.60,0.60,2.00,0.40,0.044,0,0,frontier
2450,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.60,0.60,2.10,0.40,-1,false,0.0776,0.0824,East,4.107,8.111,-0.56,0.01241,0.01125,0.00003,0.60,0.60,2.00,0.40,0.104,0,0,frontier
2451,ReturnToStart,Driving,4,2,East,-3.00,true,0.000,0.000,false,0.60,0.60,2.10,0.50,-1,false,0.0764,0.0836,East,4.177,8.110,-0.44,0.01241,0.01125,0.00002,0.60,0.60,2.10,0.50,0.175,0,0,frontier
2452,ReturnToStart,Driving,4,2,East,-1.00,true,0.000,0.000,false,0.60,0.40,2.00,0.40,-1,false,0.0788,0.0812,East,4.252,8.110,-0.17,0.01241,0.01125,0.00002,0.60,0.60,2.10,0.50,0.250,0,0,frontier
2453,ReturnToStart,Driving,4,2,East,-1.00,true,0.000,0.000,false,0.50,0.30,2.10,0.60,-1,false,0.0788,0.0812,East,4.330,8.110,0.05,0.01242,0.01125,0.00002,0.60,0.60,2.10,0.50,0.327,0,0,frontier
2454,ReturnToStart,Driving,4,2,East,-9.00,true,0.000,0.000,false,0.40,0.60,2.30,0.50,-1,false,0.0692,0.0908,East,4.409,8.110,0.04,0.01242,0.01125,0.00002,0.60,0.60,2.10,0.50,0.406,0,0,frontier
2455,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.60,0.30,2.30,0.30,-1,false,0.0776,0.0824,East,4.488,8.110,0.69,0.01242,0.01125,0.00002,0.60,0.40,2.10,0.50,0.486,0,0,frontier
2456,ReturnToStart,Driving,4,2,East,-1.00,true,0.000,0.000,false,0.80,0.40,2.40,0.40,-1,false,0.0788,0.0812,East,4.568,8.111,1.14,0.01242,0.01125,0.00002,0.60,0.40,2.30,0.40,0.565,0,0,frontier
2457,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.50,0.40,2.20,0.60,-1,false,0.0776,0.0824,East,4.648,8.112,1.39,0.01243,0.01125,0.00002,0.50,0.40,2.30,0.50,0.645,0,0,frontier
2458,ReturnToStart,Driving,4,2,East,1.00,true,0.000,0.000,false,0.60,0.40,2.20,0.50,-1,false,0.0812,0.0788,East,4.728,8.114,1.67,0.01243,0.01125,0.00002,0.60,0.40,2.30,0.50,0.725,0,0,frontier
2459,ReturnToStart,Driving,4,2,East,-3.00,true,0.000,0.000,false,0.60,0.40,2.10,0.50,-1,false,0.0764,0.0836,East,4.807,8.116,1.66,0.01243,0.01125,0.00002,0.60,0.40,2.20,0.50,0.805,0,0,frontier
2460,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.60,1.80,2.20,0.70,-1,false,0.0776,0.0824,East,4.887,8.119,1.84,0.01243,0.01125,0.00002,0.60,0.40,2.20,0.50,0.885,0,0,frontier
2461,ReturnToStart,Driving,4,2,East,1.00,true,0.000,0.000,false,0.70,2.50,2.10,0.50,-1,false,0.0812,0.0788,East,4.967,8.121,2.08,0.01244,0.01125,0.00002,0.60,0.40,2.20,0.50,0.965,0,0,frontier
2462,ReturnToStart,Driving,4,2,East,2.00,true,0.000,0.000,false,0.70,3.00,2.20,0.50,-1,false,0.0744,0.0856,East,5.047,8.124,2.14,0.01244,0.01125,0.00002,0.60,1.80,2.20,0.50,1.045,0,0,frontier
2463,ReturnToStart,Driving,4,2,East,2.00,true,0.000,0.000,false,0.60,2.90,2.00,0.30,-1,false,0.0904,0.0696,East,5.127,8.127,2.49,0.01244,0.01125,0.00002,0.60,2.50,2.10,0.50,1.125,0,0,frontier
2464,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.70,2.90,2.00,0.50,-1,false,0.0936,0.0664,East,5.207,8.131,2.00,0.01244,0.01125,0.00002,0.70,2.90,2.10,0.50,1.205,0,0,frontier
2465,ReturnToStart,Driving,4,2,East,0.00,true,0.000,0.000,false,0.60,3.00,2.10,0.60,-1,false,0.0960,0.0640,East,5.287,8.134,0.99,0.01245,0.01125,0.00002,0.70,2.90,2.10,0.50,1.285,0,0,frontier
2466,ReturnToStart,Driving,4,2,East,-5.00,true,0.000,0.000,false,0.70,3.10,2.00,0.50,-1,false,0.0940,0.0660,East,5.367,8.135,-0.50,0.01245,0.01125,0.00002,0.70,3.00,2.00,0.50,1.365,0,0,frontier
2467,ReturnToStart,Driving,4,2,East,-2.00,true,0.000,0.000,false,0.40,3.00,2.20,0.50,-1,false,0.0976,0.0624,East,5.447,8.134,-2.01,0.01245,0.01125,0.00002,0.60,3.00,2.00,0.50,1.445,0,0,frontier
2468,ReturnToStart,Driving,4,2,East,-8.00,true,0.000,0.000,false,0.30,3.10,2.00,0.50,-1,false,0.0904,0.0696,East,5.527,8.131,-3.84,0.01245,0.01125,0.00002,0.60,3.00,2.00,0.50,1.525,0,0,frontier
2469,ReturnToStart,Driving,4,2,East,-3.00,true,0.000,0.000,false,0.40,2.80,2.10,0.50,-1,false,0.0944,0.0656,East,5.607,8.126,-5.28,0.01246,0.01125,0.00002,0.40,3.00,2.10,0.50,1.604,0,0,frontier
2470,ReturnToStart,Driving,4,2,East,-10.00,true,0.000,0.000,false,0.40,2.90,2.10,0.40,-1,false,0.0860,0.0740,East,5.687,8.119,-6.90,0.01246,0.01125,0.00002,0.40,3.00,2.10,0.50,1.684,0,0,frontier
2471,ReturnToStart,Driving,4,2,East,-7.00,true,0.000,0.000,false,0.30,2.70,2.20,0.30,-1,false,0.0876,0.0724,East,5.766,8.109,-8.01,0.01246,0.01125,0.00002,0.40,2.90,2.10,0.50,1.763,0,0,frontier
2472,ReturnToStart,Driving,4,2,East,-10.00,true,0.000,0.000,false,0.30,2.40,2.20,0.50,-1,false,0.0820,0.0780,East,5.845,8.098,-9.02,0.01246,0.01125,0.00002,0.30,2.80,2.10,0.50,1.843,0,0,frontier
2473,ReturnToStart,Settling,4,2,East,-11.00,true,0.000,0.000,false,0.40,2.40,2.20,0.40,-1,false,0.0000,0.0000,East,5.924,8.085,-9.66,0.01247,0.01125,0.00002,0.40,2.70,2.20,0.40,-1.000,0,0,frontier
2474,ReturnToStart,Settling,4,2,East,-10.00,true,0.000,0.000,false,0.40,2.50,2.40,0.50,-1,false,0.0000,0.0000,East,5.964,8.079,-9.96,0.01247,0.01125,0.00002,0.40,2.50,2.20,0.40,-1.000,0,0,frontier
2475,ReturnToStart,Settling,4,2,East,-12.00,true,0.000,0.000,false,0.30,2.50,2.30,0.50,-1,false,0.0000,0.0000,East,5.983,8.075,-10.15,0.01247,0.01125,0.00002,0.30,2.50,2.20,0.50,-1.000,0,0,frontier
2476,ReturnToStart,Settling,4,2,East,-12.00,true,0.000,0.000,false,0.60,2.50,2.40,0.30,-1,false,0.0000,0.0000,East,5.993,8.073,-10.23,0.01247,0.01125,0.00002,0.40,2.50,2.30,0.50,-1.000,0,0,frontier
2477,ReturnToStart,Idle,4,3,East,-10.00,true,0.000,0.000,false,0.40,2.50,2.60,0.50,-1,false,0.0000,0.0000,,6.000,8.073,-10.26,0.01247,0.01125,0.00002,0.40,2.50,2.40,0.50,-1.000,0,0,frontier
2478,ReturnToStart,Turning,4,3,East,-10.00,true,0.000,0.000,false,0.30,2.50,2.40,0.40,-1,false,0.0000,0.0000,East,6.002,8.072,-10.28,0.01247,0.01125,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
2479,ReturnToStart,Turning,4,3,East,-11.00,true,0.000,0.000,false,0.40,2.40,2.30,0.40,-1,false,-0.0600,0.0600,East,6.005,8.072,-10.31,0.01247,0.01125,0.00002,0.40,2.40,2.30,0.40,-1.000,0,0,frontier
2480,ReturnToStart,Turning,4,3,East,-8.00,true,0.000,0.000,false,0.50,2.50,2.40,0.30,-1,false,-0.0600,0.0600,East,6.006,8.071,-6.90,0.01247,0.01125,0.00002,0.50,2.50,2.40,0.40,-1.000,0,0,frontier
2481,ReturnToStart,Turning,4,3,East,-2.00,true,0.000,0.000,false,0.40,2.60,2.30,0.50,-1,false,-0.0600,0.0600,East,6.007,8.071,-1.75,0.01247,0.01125,0.00002,0.40,2.50,2.30,0.40,-1.000,1,0,frontier
2482,ReturnToStart,Turning,4,3,East,5.00,true,0.000,0.000,false,0.80,2.60,2.50,0.60,-1,false,0.0600,-0.0600,East,6.007,8.071,4.28,0.01247,0.01125,0.00002,0.50,2.60,2.40,0.50,-1.000,0,0,frontier
2483,ReturnToStart,Turning,4,3,East,1.00,true,0.000,0.000,false,0.70,2.50,2.70,0.70,-1,false,0.0600,-0.0600,East,6.007,8.071,3.79,0.01248,0.01125,0.00002,0.50,2.50,2.40,0.50,-1.000,1,0,frontier
2484,ReturnToStart,Turning,4,3,East,-2.00,true,0.000,0.000,false,0.50,2.50,2.50,0.50,-1,false,-0.0600,0.0600,East,6.007,8.071,0.10,0.01248,0.01125,0.00002,0.50,2.50,2.50,0.50,-1.000,2,0,frontier
# turn started=2478 ended=2485 target=East tgt_compass=0.00 start=-10.00 end=2.00 err=-2.00 aborted=false used=7
2485,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,1.00,2.60,2.50,0.50,-1,false,0.0000,0.0000,East,6.007,8.071,1.71,0.01248,0.01125,0.00002,0.70,2.60,2.50,0.50,0.000,0,0,frontier
2486,ReturnToStart,Driving,4,3,East,4.00,true,0.000,0.000,false,0.50,2.40,2.60,0.70,-1,false,0.0848,0.0752,East,6.007,8.071,2.55,0.01248,0.01125,0.00002,0.70,2.50,2.50,0.60,0.000,0,0,frontier
2487,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,0.60,2.40,2.50,0.50,-1,false,0.0824,0.0776,East,6.047,8.073,2.66,0.01248,0.01125,0.00002,0.60,2.50,2.50,0.50,0.040,0,0,frontier
2488,ReturnToStart,Driving,4,3,East,1.00,true,0.000,0.000,false,0.50,2.70,2.30,0.60,-1,false,0.0812,0.0788,East,6.107,8.076,2.56,0.01248,0.01125,0.00002,0.50,2.50,2.50,0.50,0.100,0,0,frontier
2489,ReturnToStart,Driving,4,3,East,3.00,true,0.000,0.000,false,0.70,2.50,2.50,0.70,-1,false,0.0836,0.0764,East,6.177,8.079,2.46,0.01248,0.01125,0.00002,0.60,2.50,2.50,0.60,0.170,0,0,frontier
2490,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,0.70,2.40,2.50,0.50,-1,false,0.0804,0.0796,East,6.252,8.082,2.20,0.01249,0.01125,0.00002,0.60,2.40,2.50,0.60,0.245,0,0,frontier
2491,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,0.70,2.60,2.30,0.80,-1,false,0.0824,0.0776,East,6.330,8.085,2.05,0.01249,0.01125,0.00002,0.70,2.50,2.50,0.60,0.323,0,0,frontier
2492,ReturnToStart,Driving,4,3,East,5.00,true,0.000,0.000,false,0.50,2.80,2.30,0.70,-1,false,0.0920,0.0680,East,6.408,8.088,1.89,0.01249,0.01125,0.00002,0.70,2.60,2.30,0.70,0.401,0,0,frontier
2493,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,0.70,2.70,2.20,0.60,-1,false,0.0884,0.0716,East,6.488,8.091,1.11,0.01249,0.01125,0.00002,0.70,2.60,2.30,0.70,0.481,0,0,frontier
2494,ReturnToStart,Driving,4,3,East,-2.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0836,0.0764,East,6.567,8.092,0.19,0.01250,0.01125,0.00002,0.70,2.60,2.30,0.60,0.560,0,0,frontier
2495,ReturnToStart,Driving,4,3,East,-3.00,true,0.000,0.000,false,0.60,2.60,2.30,0.40,-1,false,0.0824,0.0776,East,6.647,8.093,-0.50,0.01250,0.01125,0.00002,0.60,2.60,2.30,0.60,0.640,0,0,frontier
2496,ReturnToStart,Driving,4,3,East,-4.00,true,0.000,0.000,false,0.60,2.70,2.20,0.70,-1,false,0.0832,0.0768,East,6.727,8.092,-1.01,0.01250,0.01125,0.00002,0.60,2.70,2.30,0.60,0.720,0,0,frontier
2497,ReturnToStart,Driving,4,3,East,-2.00,true,0.000,0.000,false,0.60,2.80,2.40,0.30,-1,false,0.0856,0.0744,East,6.807,8.090,-1.43,0.01250,0.01125,0.00002,0.60,2.70,2.30,0.60,0.800,0,0,frontier
2498,ReturnToStart,Driving,4,3,East,2.00,true,0.000,0.000,false,0.60,2.60,2.50,0.40,-1,false,0.0864,0.0736,East,6.887,8.088,-1.89,0.01251,0.01125,0.00002,0.60,2.60,2.40,0.40,0.880,0,0,frontier
2499,ReturnToStart,Driving,4,3,East,-1.00,true,0.000,0.000,false,0.60,2.70,2.40,0.50,-1,false,0.0848,0.0752,East,6.967,8.086,-2.50,0.01251,0.01125,0.00002,0.60,2.70,2.40,0.40,0.960,0,0,frontier
