cycle,state,motion,row,col,heading,compass,compass_ready,gps_x,gps_y,gps_ready,ir0,ir1,ir2,ir3,ground,bumper,l_pow,r_pow,pending_dir,pose_x,pose_y,pose_theta,pose_cov_xx,pose_cov_yy,pose_cov_tt,ir0_filt,ir1_filt,ir2_filt,ir3_filt,trav_in_drive,turn_streak,reloc_delta,event
933,ReturnToStart,Turning,1,1,West,180.00,true,0.000,0.000,false,0.70,2.60,2.60,0.30,-1,false,0.0600,-0.0600,West,1.993,1.905,-178.66,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.60,-1.000,2,0,frontier
# turn started=928 ended=934 target=West tgt_compass=180.00 start=-176.00 end=179.00 err=1.00 aborted=false used=6
934,ReturnToStart,Driving,1,1,West,179.00,true,0.000,0.000,false,0.50,2.60,2.40,0.60,-1,false,0.0000,0.0000,West,1.993,1.905,178.98,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.60,0.000,0,0,frontier
935,ReturnToStart,Driving,1,1,West,176.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0792,0.0808,West,1.993,1.905,177.77,0.01077,0.01051,0.00002,0.60,2.60,2.40,0.60,0.000,0,0,frontier
936,ReturnToStart,Driving,1,1,West,176.00,true,0.000,0.000,false,0.60,2.50,2.50,0.70,-1,false,0.0752,0.0848,West,1.953,1.906,177.22,0.01077,0.01051,0.00002,0.60,2.50,2.50,0.60,0.040,0,0,frontier
937,ReturnToStart,Driving,1,1,West,172.00,true,0.000,0.000,false,0.60,2.40,2.30,0.50,-1,false,0.0704,0.0896,West,1.893,1.909,177.14,0.01077,0.01051,0.00002,0.60,2.50,2.50,0.60,0.100,0,0,frontier
938,ReturnToStart,Driving,1,1,West,179.00,true,0.000,0.000,false,0.50,2.50,2.20,0.70,-1,false,0.0808,0.0792,West,1.823,1.912,177.71,0.01078,0.01051,0.00002,0.50,2.50,2.40,0.60,0.170,0,0,frontier
939,ReturnToStart,Driving,1,1,West,176.00,true,0.000,0.000,false,0.60,2.20,2.40,0.60,-1,false,0.0772,0.0828,West,1.748,1.915,177.91,0.01078,0.01051,0.00002,0.60,2.50,2.40,0.60,0.245,0,0,frontier
940,ReturnToStart,Driving,1,1,West,178.00,true,0.000,0.000,false,0.50,2.50,2.60,0.40,-1,false,0.0796,0.0804,West,1.670,1.918,178.19,0.01078,0.01051,0.00002,0.60,2.50,2.40,0.60,0.323,0,0,frontier
941,ReturnToStart,Driving,1,1,West,178.00,true,0.000,0.000,false,0.50,2.40,2.50,0.50,-1,false,0.0776,0.0824,West,1.592,1.921,178.35,0.01078,0.01051,0.00002,0.50,2.40,2.40,0.50,0.401,0,0,frontier
942,ReturnToStart,Driving,1,1,West,-178.00,true,0.000,0.000,false,0.60,2.50,2.70,0.60,-1,false,0.0824,0.0776,West,1.512,1.923,178.62,0.01079,0.01051,0.00002,0.50,2.50,2.50,0.60,0.481,0,0,frontier
943,ReturnToStart,Driving,1,1,West,-179.00,true,0.000,0.000,false,0.60,2.30,2.70,0.50,-1,false,0.0772,0.0828,West,1.433,1.925,178.63,0.01079,0.01051,0.00002,0.60,2.40,2.60,0.50,0.560,0,0,frontier
944,ReturnToStart,Driving,1,1,West,177.00,true,0.000,0.000,false,0.60,2.30,2.60,0.70,-1,false,0.0724,0.0876,West,1.353,1.927,178.75,0.01079,0.01051,0.00002,0.60,2.40,2.60,0.50,0.640,0,0,frontier
945,ReturnToStart,Driving,1,1,West,-180.00,true,0.000,0.000,false,0.50,2.40,2.80,0.70,-1,false,0.0740,0.0860,West,1.273,1.929,179.27,0.01079,0.01051,0.00002,0.60,2.40,2.70,0.60,0.720,0,0,frontier
946,ReturnToStart,Driving,1,1,West,180.00,true,0.000,0.000,false,0.40,2.20,2.80,0.50,-1,false,0.0720,0.0880,West,1.193,1.930,179.87,0.01080,0.01051,0.00002,0.60,2.30,2.70,0.60,0.800,0,0,frontier
947,ReturnToStart,Driving,1,1,West,-179.00,true,0.000,0.000,false,0.70,2.30,2.70,0.70,-1,false,0.0732,0.0868,West,1.113,1.930,-179.37,0.01080,0.01051,0.00002,0.60,2.30,2.70,0.70,0.880,0,0,frontier
948,ReturnToStart,Driving,1,1,West,-180.00,true,0.000,0.000,false,0.40,2.30,2.60,0.40,-1,false,0.0720,0.0880,West,1.033,1.929,-178.62,0.01080,0.01051,0.00002,0.50,2.30,2.70,0.70,0.960,0,0,frontier
949,ReturnToStart,Driving,1,1,West,-176.00,true,0.000,0.000,false,0.60,2.30,2.80,0.80,-1,false,0.0748,0.0852,West,0.953,1.927,-177.76,0.01080,0.01051,0.00002,0.50,2.30,2.80,0.70,1.040,0,0,frontier
950,ReturnToStart,Driving,1,1,West,179.00,true,0.000,0.000,false,0.60,2.30,2.70,0.60,-1,false,0.0708,0.0892,West,0.873,1.924,-177.09,0.01081,0.01051,0.00002,0.60,2.30,2.70,0.60,1.120,0,0,frontier
951,ReturnToStart,Driving,1,1,West,-177.00,true,0.000,0.000,false,0.80,2.40,2.70,0.60,-1,false,0.0756,0.0844,West,0.793,1.920,-176.22,0.01081,0.01051,0.00002,0.60,2.30,2.70,0.60,1.200,0,0,frontier
952,ReturnToStart,Driving,1,1,West,-175.00,true,0.000,0.000,false,0.60,2.50,2.50,0.70,-1,false,0.0780,0.0820,West,0.713,1.915,-175.52,0.01081,0.01051,0.00002,0.60,2.30,2.70,0.60,1.279,0,0,frontier
953,ReturnToStart,Driving,1,1,West,-177.00,true,0.000,0.000,false,0.60,2.60,2.70,0.70,-1,false,0.0776,0.0824,West,0.634,1.908,-175.08,0.01081,0.01051,0.00002,0.60,2.40,2.70,0.70,1.359,0,0,frontier
954,ReturnToStart,Driving,1,1,West,-174.00,true,0.000,0.000,false,0.60,2.50,2.70,0.80,-1,false,0.0832,0.0768,West,0.554,1.902,-174.70,0.01082,0.01051,0.00002,0.60,2.50,2.70,0.70,1.439,0,0,frontier
955,ReturnToStart,Driving,1,1,West,-174.00,true,0.000,0.000,false,0.60,2.50,2.50,0.70,-1,false,0.0832,0.0768,West,0.474,1.894,-174.70,0.01082,0.01051,0.00002,0.60,2.50,2.70,0.70,1.518,0,0,frontier
956,ReturnToStart,Driving,1,1,West,-176.00,true,0.000,0.000,false,0.70,2.60,2.50,0.70,-1,false,0.0848,0.0752,West,0.395,1.887,-174.90,0.01082,0.01051,0.00002,0.60,2.50,2.50,0.70,1.598,0,0,frontier
957,ReturnToStart,Driving,1,1,West,-175.00,true,0.000,0.000,false,0.60,2.40,2.20,0.60,-1,false,0.0860,0.0740,West,0.315,1.880,-175.26,0.01082,0.01051,0.00002,0.60,2.50,2.50,0.70,1.678,0,0,frontier
958,ReturnToStart,Driving,1,1,West,-172.00,true,0.000,0.000,false,0.50,2.90,2.30,0.50,-1,false,0.0896,0.0704,West,0.235,1.873,-175.74,0.01083,0.01051,0.00002,0.60,2.50,2.50,0.70,1.758,0,0,frontier
959,ReturnToStart,Driving,1,1,West,-175.00,true,0.000,0.000,false,0.70,2.60,2.40,0.70,-1,false,0.0900,0.0700,West,0.155,1.867,-176.53,0.01083,0.01051,0.00002,0.60,2.60,2.40,0.70,1.838,0,0,frontier
960,ReturnToStart,Settling,1,1,West,-176.00,true,0.000,0.000,false,0.50,2.70,2.20,0.50,-1,false,0.0000,0.0000,West,0.076,1.862,-177.49,0.01083,0.01051,0.00002,0.60,2.60,2.30,0.60,-1.000,0,0,frontier
961,ReturnToStart,Settling,1,1,West,-176.00,true,0.000,0.000,false,0.70,2.70,2.50,0.40,-1,false,0.0000,0.0000,West,0.036,1.860,-177.98,0.01083,0.01051,0.00002,0.60,2.70,2.30,0.50,-1.000,0,0,frontier
962,ReturnToStart,Settling,1,1,West,179.00,true,0.000,0.000,false,0.70,2.70,2.30,0.40,-1,false,0.0000,0.0000,West,0.016,1.860,-178.26,0.01083,0.01051,0.00002,0.70,2.70,2.30,0.50,-1.000,0,0,frontier
963,ReturnToStart,Settling,1,1,West,179.00,true,0.000,0.000,false,0.80,2.60,2.40,0.80,-1,false,0.0000,0.0000,West,0.006,1.859,-178.38,0.01083,0.01051,0.00002,0.70,2.70,2.40,0.50,-1.000,0,0,frontier
964,ReturnToStart,Idle,1,0,West,-178.00,true,0.000,0.000,false,0.60,2.70,2.30,0.60,-1,false,0.0000,0.0000,,0.000,1.859,-178.44,0.01083,0.01051,0.00002,0.70,2.70,2.30,0.50,-1.000,0,0,frontier
965,ReturnToStart,Driving,1,0,West,-179.00,true,0.000,0.000,false,0.50,2.70,2.20,0.40,-1,false,0.0000,0.0000,West,-0.002,1.859,-178.48,0.01084,0.01051,0.00002,0.70,2.70,2.30,0.40,0.000,0,0,frontier
966,ReturnToStart,Driving,1,0,West,-176.00,true,0.000,0.000,false,0.80,2.60,2.30,0.60,-1,false,0.0928,0.0672,West,-0.005,1.859,-178.47,0.01084,0.01051,0.00002,0.70,2.70,2.30,0.60,0.002,0,0,frontier
967,ReturnToStart,Driving,1,0,West,-180.00,true,0.000,0.000,false,0.70,2.80,2.50,0.60,-1,false,0.0880,0.0720,West,-0.046,1.858,-179.23,0.01084,0.01051,0.00002,0.70,2.70,2.30,0.60,0.044,0,0,frontier
968,ReturnToStart,Driving,1,0,West,-177.00,true,0.000,0.000,false,0.60,2.80,2.30,0.70,-1,false,0.0916,0.0684,West,-0.107,1.857,179.98,0.01084,0.01051,0.00002,0.60,2.70,2.30,0.60,0.104,0,0,frontier
969,ReturnToStart,Driving,1,0,West,176.00,true,0.000,0.000,false,0.50,2.80,2.20,0.70,-1,false,0.0852,0.0748,West,-0.177,1.857,178.86,0.01084,0.01051,0.00002,0.60,2.80,2.30,0.60,0.175,0,0,frontier
970,ReturnToStart,Driving,1,0,West,176.00,true,0.000,0.000,false,0.50,2.80,2.40,0.80,-1,false,0.0852,0.0748,West,-0.252,1.859,178.02,0.01084,0.01051,0.00002,0.60,2.80,2.30,0.70,0.250,0,0,frontier
971,ReturnToStart,Driving,1,0,West,176.00,true,0.000,0.000,false,0.60,2.80,2.30,0.60,-1,false,0.0852,0.0748,West,-0.330,1.861,177.30,0.01085,0.01051,0.00002,0.60,2.80,2.30,0.70,0.327,0,0,frontier
972,ReturnToStart,Driving,1,0,West,179.00,true,0.000,0.000,false,0.70,2.70,2.30,0.70,-1,false,0.0888,0.0712,West,-0.409,1.865,176.68,0.01085,0.01051,0.00002,0.60,2.80,2.30,0.70,0.406,0,0,frontier
973,ReturnToStart,Driving,1,0,West,177.00,true,0.000,0.000,false,0.70,2.60,2.30,0.70,-1,false,0.0864,0.0736,West,-0.488,1.870,175.86,0.01085,0.01051,0.00002,0.60,2.80,2.30,0.70,0.485,0,0,frontier
974,ReturnToStart,Driving,1,0,West,170.00,true,0.000,0.000,false,0.60,2.80,2.30,0.70,-1,false,0.0780,0.0820,West,-0.567,1.876,175.01,0.01085,0.01051,0.00002,0.60,2.80,2.30,0.70,0.565,0,0,frontier
975,ReturnToStart,Driving,1,0,West,176.00,true,0.000,0.000,false,0.80,2.50,2.50,0.50,-1,false,0.0832,0.0768,West,-0.647,1.883,174.75,0.01086,0.01051,0.00002,0.70,2.70,2.30,0.70,0.645,0,0,frontier
976,ReturnToStart,Driving,1,0,West,173.00,true,0.000,0.000,false,0.40,2.60,2.50,0.70,-1,false,0.0776,0.0824,West,-0.726,1.890,174.41,0.01086,0.01051,0.00002,0.70,2.60,2.30,0.70,0.725,0,0,frontier
977,ReturnToStart,Driving,1,0,West,174.00,true,0.000,0.000,false,0.60,2.50,2.40,0.70,-1,false,0.0768,0.0832,West,-0.806,1.898,174.38,0.01086,0.01051,0.00002,0.60,2.60,2.40,0.70,0.804,0,0,frontier
978,ReturnToStart,Driving,1,0,West,179.00,true,0.000,0.000,false,0.50,2.50,2.50,0.70,-1,false,0.0788,0.0812,West,-0.886,1.905,174.61,0.01086,0.01051,0.00002,0.60,2.50,2.50,0.70,0.884,0,0,frontier
979,ReturnToStart,Driving,1,0,West,174.00,true,0.000,0.000,false,0.80,2.30,2.60,0.70,-1,false,0.0728,0.0872,West,-0.965,1.913,174.75,0.01087,0.01051,0.00002,0.60,2.50,2.50,0.70,0.964,0,0,frontier
980,ReturnToStart,Driving,1,0,West,175.00,true,0.000,0.000,false,0.80,2.30,2.70,0.70,-1,false,0.0740,0.0860,West,-1.045,1.920,175.24,0.01087,0.01051,0.00002,0.60,2.50,2.50,0.70,1.044,0,0,frontier
981,ReturnToStart,Driving,1,0,West,176.00,true,0.000,0.000,false,0.70,2.30,2.60,0.60,-1,false,0.0692,0.0908,West,-1.125,1.927,175.83,0.01087,0.01051,0.00002,0.70,2.30,2.60,0.70,1.124,0,0,frontier
982,ReturnToStart,Driving,1,0,West,178.00,true,0.000,0.000,false,1.00,2.20,2.80,0.50,-1,false,0.0716,0.0884,West,-1.204,1.933,176.76,0.01087,0.01051,0.00002,0.80,2.30,2.60,0.70,1.204,0,0,frontier
983,ReturnToStart,Driving,1,0,West,175.00,true,0.000,0.000,false,0.90,2.30,2.80,0.60,-1,false,0.0660,0.0940,West,-1.284,1.937,177.66,0.01088,0.01051,0.00002,0.80,2.30,2.70,0.60,1.284,0,0,frontier
984,ReturnToStart,Driving,1,0,West,179.00,true,0.000,0.000,false,1.10,2.20,2.80,0.50,-1,false,0.0688,0.0912,West,-1.364,1.941,178.94,0.01088,0.01051,0.00002,0.90,2.30,2.80,0.60,1.364,0,0,frontier
985,ReturnToStart,Driving,1,0,West,180.00,true,0.000,0.000,false,1.10,2.20,2.80,0.60,-1,false,0.0680,0.0920,West,-1.444,1.942,-179.79,0.01088,0.01051,0.00002,1.00,2.20,2.80,0.60,1.444,0,0,frontier
986,ReturnToStart,Driving,1,0,West,179.00,true,0.000,0.000,false,1.10,2.30,2.80,0.80,-1,false,0.0668,0.0932,West,-1.524,1.942,-178.50,0.01088,0.01051,0.00002,1.10,2.20,2.80,0.60,1.524,0,0,frontier
987,ReturnToStart,Driving,1,0,West,179.00,true,0.000,0.000,false,1.30,2.20,2.70,0.60,-1,false,0.0668,0.0932,West,-1.604,1.940,-177.08,0.01089,0.01051,0.00002,1.10,2.20,2.80,0.60,1.604,0,0,frontier
988,ReturnToStart,Driving,1,0,West,-174.00,true,0.000,0.000,false,1.60,2.30,2.80,0.60,-1,false,0.0752,0.0848,West,-1.684,1.936,-175.59,0.01089,0.01051,0.00002,1.10,2.20,2.80,0.60,1.683,0,0,frontier
989,ReturnToStart,Driving,1,0,West,-176.00,true,0.000,0.000,false,1.80,2.30,2.70,0.90,-1,false,0.0748,0.0852,West,-1.764,1.929,-174.60,0.01089,0.01051,0.00002,1.30,2.30,2.80,0.60,1.763,0,0,frontier
990,ReturnToStart,Driving,1,0,West,-173.00,true,0.000,0.000,false,2.10,2.40,2.60,0.70,-1,false,0.0804,0.0796,West,-1.843,1.922,-173.79,0.01089,0.01051,0.00002,1.60,2.30,2.70,0.70,1.842,0,0,frontier
991,ReturnToStart,Settling,1,0,West,-173.00,true,0.000,0.000,false,2.40,2.30,2.50,0.60,-1,false,0.0000,0.0000,West,-1.923,1.913,-173.41,0.01090,0.01051,0.00002,1.80,2.30,2.70,0.60,-1.000,0,0,frontier
992,ReturnToStart,Settling,1,0,West,-174.00,true,0.000,0.000,false,2.70,2.20,2.60,0.80,-1,false,0.0000,0.0000,West,-1.963,1.909,-173.23,0.01090,0.01051,0.00002,2.10,2.30,2.60,0.70,-1.000,0,0,frontier
993,ReturnToStart,Settling,1,0,West,-173.00,true,0.000,0.000,false,2.70,2.30,2.60,0.60,-1,false,0.0000,0.0000,West,-1.983,1.906,-173.13,0.01090,0.01051,0.00002,2.40,2.30,2.60,0.70,-1.000,0,0,frontier
994,ReturnToStart,Settling,1,0,West,-177.00,true,0.000,0.000,false,2.70,2.40,2.50,0.70,-1,false,0.0000,0.0000,West,-1.993,1.905,-173.14,0.01090,0.01051,0.00002,2.70,2.30,2.60,0.70,-1.000,0,0,frontier
995,ReturnToStart,Idle,1,-1,West,-173.00,true,0.000,0.000,false,2.90,2.40,2.50,0.60,-1,false,0.0000,0.0000,,-2.000,1.904,-173.11,0.01090,0.01051,0.00002,2.70,2.30,2.50,0.60,-1.000,0,0,frontier
996,ReturnToStart,Turning,1,-1,West,-174.00,true,0.000,0.000,false,3.10,2.20,2.50,0.90,-1,false,0.0000,0.0000,South,-2.002,1.904,-173.11,0.01090,0.01051,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
997,ReturnToStart,Turning,1,-1,West,-176.00,true,0.000,0.000,false,2.80,2.30,2.60,0.50,-1,false,-0.0600,0.0600,South,-2.005,1.904,-173.14,0.01090,0.01051,0.00002,2.80,2.30,2.60,0.50,-1.000,0,0,frontier
998,ReturnToStart,Turning,1,-1,West,-168.00,true,0.000,0.000,false,2.90,2.40,2.50,0.80,-1,false,-0.0600,0.0600,South,-2.006,1.904,-169.67,0.01090,0.01051,0.00002,2.90,2.40,2.60,0.80,-1.000,0,0,frontier
999,ReturnToStart,Turning,1,-1,West,-169.00,true,0.000,0.000,false,2.70,2.20,2.40,1.00,-1,false,-0.0600,0.0600,South,-2.007,1.904,-164.58,0.01090,0.01051,0.00002,2.80,2.30,2.50,0.80,-1.000,0,0,frontier
1000,ReturnToStart,Turning,1,-1,West,-157.00,true,0.000,0.000,false,2.60,2.20,2.50,1.20,-1,false,-0.0600,0.0600,South,-2.007,1.904,-158.53,0.01090,0.01051,0.00002,2.80,2.30,2.50,1.00,-1.000,0,0,frontier
1001,ReturnToStart,Turning,1,-1,West,-154.00,true,0.000,0.000,false,2.70,2.10,2.40,1.20,-1,false,-0.0600,0.0600,South,-2.007,1.903,-152.12,0.01091,0.01051,0.00002,2.70,2.20,2.50,1.00,-1.000,0,0,frontier
1002,ReturnToStart,Turning,1,-1,West,-146.00,true,0.000,0.000,false,2.40,2.10,2.10,1.50,-1,false,-0.0600,0.0600,South,-2.007,1.903,-145.47,0.01091,0.01051,0.00003,2.70,2.20,2.40,1.20,-1.000,0,0,frontier
1003,ReturnToStart,Turning,1,-1,West,-139.00,true,0.000,0.000,false,2.10,1.80,2.00,1.60,-1,false,-0.0600,0.0600,South,-2.007,1.903,-138.71,0.01091,0.01051,0.00003,2.60,2.10,2.40,1.20,-1.000,0,0,frontier
1004,ReturnToStart,Turning,1,-1,West,-130.00,true,0.000,0.000,false,1.90,1.70,2.10,1.90,-1,false,-0.0600,0.0600,South,-2.007,1.903,-131.84,0.01091,0.01051,0.00003,2.40,2.10,2.10,1.50,-1.000,0,0,frontier
1005,ReturnToStart,Turning,1,-1,West,-127.00,true,0.000,0.000,false,1.80,1.60,2.30,2.00,-1,false,-0.0600,0.0600,South,-2.007,1.903,-125.05,0.01091,0.01051,0.00003,2.10,1.80,2.10,1.60,-1.000,0,0,frontier
1006,ReturnToStart,Turning,1,-1,West,-119.00,true,0.000,0.000,false,2.20,1.30,2.60,2.30,-1,false,-0.0600,0.0600,South,-2.007,1.903,-118.21,0.01091,0.01051,0.00003,2.10,1.70,2.10,1.90,-1.000,0,0,frontier
1007,ReturnToStart,Turning,1,-1,West,-116.00,true,0.000,0.000,false,2.30,1.00,2.50,2.20,-1,false,-0.0600,0.0600,South,-2.007,1.903,-111.48,0.01091,0.01051,0.00004,2.10,1.60,2.30,2.00,-1.000,0,0,frontier
1008,ReturnToStart,Turning,1,-1,West,-106.00,true,0.000,0.000,false,2.10,0.80,2.90,2.30,-1,false,-0.0600,0.0600,South,-2.007,1.903,-104.65,0.01091,0.01051,0.00004,2.10,1.30,2.50,2.20,-1.000,0,0,frontier
1009,ReturnToStart,Turning,1,-1,West,-98.00,true,0.000,0.000,false,2.40,1.00,2.80,2.50,-1,false,-0.0600,0.0600,South,-2.007,1.903,-97.79,0.01091,0.01051,0.00004,2.20,1.00,2.60,2.30,-1.000,0,0,frontier
1010,ReturnToStart,Turning,1,-1,West,-92.00,true,0.000,0.000,false,2.40,0.40,2.90,2.40,-1,false,-0.0600,0.0600,South,-2.007,1.903,-90.95,0.01091,0.01051,0.00004,2.30,1.00,2.80,2.30,-1.000,1,0,frontier
# turn started=996 ended=1011 target=South tgt_compass=-90.00 start=-174.00 end=-81.00 err=-9.00 aborted=true used=15
1011,ReturnToStart,Idle,1,-1,West,-81.00,true,0.000,0.000,false,2.40,0.70,3.00,2.70,-1,false,0.0000,0.0000,,-2.007,1.903,-83.96,0.01091,0.01051,0.00004,2.40,0.80,2.90,2.40,-1.000,0,0,frontier
1012,ReturnToStart,Driving,1,-1,South,-87.00,true,0.000,0.000,false,2.50,0.80,3.00,2.70,-1,false,0.0000,0.0000,South,-2.007,1.903,-80.76,0.01091,0.01051,0.00004,2.40,0.80,2.90,2.50,0.000,0,0,frontier
1013,ReturnToStart,Driving,1,-1,South,-74.00,true,0.000,0.000,false,2.50,0.80,2.80,2.50,-1,false,0.0802,0.0798,South,-2.007,1.903,-77.20,0.01091,0.01052,0.00004,2.40,0.80,2.90,2.50,0.000,0,0,frontier
1014,ReturnToStart,Driving,1,-1,South,-83.00,true,0.000,0.000,false,2.60,0.80,2.80,2.20,-1,false,0.0694,0.0906,South,-1.999,1.864,-75.75,0.01091,0.01052,0.00004,2.50,0.80,2.90,2.50,0.040,0,0,frontier
1015,ReturnToStart,Driving,1,-1,South,-76.00,true,0.000,0.000,false,2.90,0.90,2.80,1.90,-1,false,0.0788,0.0812,South,-1.984,1.806,-74.35,0.01091,0.01052,0.00004,2.50,0.80,2.80,2.50,0.100,0,0,frontier
# wall-collision (1,-1) South
1016,ReturnToStart,Backup,1,-1,South,-74.00,true,0.000,0.000,false,3.60,0.70,2.60,1.70,-1,false,0.0000,0.0000,,-1.965,1.739,-73.57,0.01091,0.01052,0.00004,2.60,0.80,2.80,2.20,-1.000,0,0,frontier
1017,ReturnToStart,Backup,1,-1,South,-75.00,true,0.000,0.000,false,4.20,0.70,2.30,1.60,-1,false,-0.0500,-0.0500,,-1.955,1.705,-73.22,0.01091,0.01052,0.00004,2.90,0.80,2.80,1.90,-1.000,0,0,frontier
1018,ReturnToStart,Backup,1,-1,South,-78.00,true,0.000,0.000,false,4.20,0.80,2.40,1.70,-1,false,-0.0500,-0.0500,,-1.957,1.712,-73.18,0.01091,0.01052,0.00004,3.60,0.80,2.60,1.70,-1.000,0,0,frontier
1019,ReturnToStart,Backup,1,-1,South,-77.00,true,0.000,0.000,false,3.60,0.60,2.50,1.60,-1,false,-0.0500,-0.0500,,-1.965,1.740,-73.19,0.01091,0.01052,0.00004,3.60,0.70,2.50,1.70,-1.000,0,0,frontier
1020,ReturnToStart,Backup,1,-1,South,-77.00,true,0.000,0.000,false,3.40,0.80,2.70,1.80,-1,false,-0.0500,-0.0500,,-1.977,1.778,-73.14,0.01091,0.01052,0.00004,3.60,0.70,2.50,1.70,-1.000,0,0,frontier
1021,ReturnToStart,Backup,1,-1,South,-75.00,true,0.000,0.000,false,2.80,0.80,2.60,1.70,-1,false,-0.0500,-0.0500,,-1.990,1.820,-73.17,0.01091,0.01053,0.00004,3.60,0.80,2.50,1.70,-1.000,0,0,frontier
1022,ReturnToStart,Backup,1,-1,South,-77.00,true,0.000,0.000,false,2.40,1.00,2.80,2.10,-1,false,-0.0500,-0.0500,,-2.004,1.866,-73.27,0.01091,0.01053,0.00003,3.40,0.80,2.60,1.70,-1.000,0,0,frontier
1023,ReturnToStart,Idle,1,-1,South,-74.00,true,0.000,0.000,false,2.10,0.70,2.90,2.40,-1,false,0.0000,0.0000,,-2.018,1.912,-73.28,0.01091,0.01053,0.00003,2.80,0.80,2.70,1.80,-1.000,0,0,frontier
1024,ReturnToStart,Turning,1,-1,South,-74.00,true,0.000,0.000,false,2.10,1.10,2.80,2.60,-1,false,0.0000,0.0000,West,-2.025,1.936,-73.28,0.01091,0.01053,0.00003,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
1025,ReturnToStart,Turning,1,-1,South,-73.00,true,0.000,0.000,false,2.10,0.90,3.00,2.60,-1,false,0.0600,-0.0600,West,-2.032,1.959,-73.27,0.01091,0.01053,0.00003,2.10,0.90,3.00,2.60,-1.000,0,0,frontier
1026,ReturnToStart,Turning,1,-1,South,-75.00,true,0.000,0.000,false,2.00,0.90,3.00,2.90,-1,false,0.0600,-0.0600,West,-2.035,1.971,-76.66,0.01091,0.01053,0.00003,2.10,0.90,3.00,2.90,-1.000,0,0,frontier
1027,ReturnToStart,Turning,1,-1,South,-84.00,true,0.000,0.000,false,2.10,0.80,3.10,3.00,-1,false,0.0600,-0.0600,West,-2.036,1.977,-81.88,0.01091,0.01053,0.00003,2.10,0.90,3.00,2.90,-1.000,0,0,frontier
1028,ReturnToStart,Turning,1,-1,South,-90.00,true,0.000,0.000,false,2.20,0.60,3.20,3.00,-1,false,0.0600,-0.0600,West,-2.037,1.980,-87.95,0.01091,0.01053,0.00004,2.10,0.90,3.10,3.00,-1.000,0,0,frontier
1029,ReturnToStart,Turning,1,-1,South,-97.00,true,0.000,0.000,false,1.70,0.60,3.00,3.00,-1,false,0.0600,-0.0600,West,-2.037,1.981,-94.48,0.01091,0.01053,0.00004,2.10,0.80,3.00,3.00,-1.000,0,0,frontier
1030,ReturnToStart,Turning,1,-1,South,-101.00,true,0.000,0.000,false,2.10,0.90,3.00,2.80,-1,false,0.0600,-0.0600,West,-2.037,1.982,-101.13,0.01091,0.01054,0.00004,2.10,0.80,3.00,3.00,-1.000,0,0,frontier
1031,ReturnToStart,Turning,1,-1,South,-114.00,true,0.000,0.000,false,1.90,1.00,2.90,2.70,-1,false,0.0600,-0.0600,West,-2.037,1.982,-108.11,0.01091,0.01054,0.00004,2.10,0.80,3.00,3.00,-1.000,0,0,frontier
1032,ReturnToStart,Turning,1,-1,South,-116.00,true,0.000,0.000,false,1.60,0.80,2.60,2.50,-1,false,0.0600,-0.0600,West,-2.037,1.982,-114.97,0.01091,0.01054,0.00004,1.90,0.80,3.00,2.80,-1.000,0,0,frontier
1033,ReturnToStart,Turning,1,-1,South,-122.00,true,0.000,0.000,false,1.80,1.20,2.50,2.60,-1,false,0.0600,-0.0600,West,-2.037,1.982,-121.82,0.01091,0.01054,0.00004,1.80,0.90,2.90,2.70,-1.000,0,0,frontier
1034,ReturnToStart,Turning,1,-1,South,-131.00,true,0.000,0.000,false,1.80,1.50,2.10,2.20,-1,false,0.0600,-0.0600,West,-2.037,1.982,-128.77,0.01091,0.01054,0.00005,1.80,1.00,2.60,2.60,-1.000,0,0,frontier
1035,ReturnToStart,Turning,1,-1,South,-136.00,true,0.000,0.000,false,2.20,1.60,2.00,2.00,-1,false,0.0600,-0.0600,West,-2.037,1.982,-135.65,0.01091,0.01054,0.00005,1.80,1.20,2.50,2.50,-1.000,0,0,frontier
1036,ReturnToStart,Turning,1,-1,South,-142.00,true,0.000,0.000,false,2.40,1.70,2.40,1.80,-1,false,0.0600,-0.0600,West,-2.037,1.982,-142.50,0.01091,0.01054,0.00005,1.80,1.50,2.40,2.20,-1.000,0,0,frontier
1037,ReturnToStart,Turning,1,-1,South,-151.00,true,0.000,0.000,false,2.70,1.90,2.60,1.50,-1,false,0.0600,-0.0600,West,-2.037,1.983,-149.44,0.01091,0.01054,0.00005,2.20,1.60,2.40,2.00,-1.000,0,0,frontier
1038,ReturnToStart,Turning,1,-1,South,-157.00,true,0.000,0.000,false,2.70,2.00,2.70,1.50,-1,false,0.0600,-0.0600,West,-2.037,1.983,-156.35,0.01091,0.01054,0.00005,2.40,1.70,2.40,1.80,-1.000,0,0,frontier
1039,ReturnToStart,Turning,1,-1,South,-166.00,true,0.000,0.000,false,2.90,1.90,2.70,1.10,-1,false,0.0600,-0.0600,West,-2.037,1.983,-163.34,0.01091,0.01054,0.00005,2.70,1.90,2.60,1.50,-1.000,0,0,frontier
